,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,reference_sample,post_induction_time,replicate_id,strain_description,base_media,carbon_source,nitrogen_source,inducer_agent,aerobicity,inoculation,supplement,temperature,pH,growth_phase,entraintment_cycles,entraintment_period_per_cycle,OD_wavelength,OD,light_condition,light_intensity ,submission,publication,notes,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,,,
SRX4105497,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188773,SRP148555,PRJNA472248,472248,SRS3321322,SAMN09230269,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591058,GSE114693,GSM3147422,,9230269,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF065_24h,KF065_24h,24hr,1,sigF2_delta,BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH - buffer,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105503,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188779,SRP148555,PRJNA472248,472248,SRS3321327,SAMN09230239,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591064,GSE114693,GSM3147428,,9230239,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF065_24h,KF065_24h,24hr,2,sigF2_delta,BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105511,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188787,SRP148555,PRJNA472248,472248,SRS3321336,SAMN09230273,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591072,GSE114693,GSM3147436,,9230273,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,OXD53E_0h,KF065_24h,0m,1,kaiBC- + rpaA- + Ptrc::rpaA(D53E), =  OX-D53E,BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,
SRX4105512,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188788,SRP148555,PRJNA472248,472248,SRS3321335,SAMN09230272,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591073,GSE114693,GSM3147437,,9230272,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,OXD53E_0.5h,KF065_24h,0.5hr,1,kaiBC- + rpaA- + Ptrc::rpaA(D53E), =  OX-D53E,BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,
SRX4105513,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188789,SRP148555,PRJNA472248,472248,SRS3321337,SAMN09230271,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591074,GSE114693,GSM3147438,,9230271,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,OXD53E_2h,KF065_24h,2hr,1,kaiBC- + rpaA- + Ptrc::rpaA(D53E), =  OX-D53E,BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,
SRX4105514,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188790,SRP148555,PRJNA472248,472248,SRS3321338,SAMN09230337,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591075,GSE114693,GSM3147439,,9230337,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,OXD53E_3h,KF065_24h,3hr,1,kaiBC- + rpaA- + Ptrc::rpaA(D53E), =  OX-D53E,BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,
SRX4105516,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188792,SRP148555,PRJNA472248,472248,SRS3321340,SAMN09230335,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591077,GSE114693,GSM3147441,,9230335,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,OXD53E_9h,KF065_24h,9hr,1,kaiBC- + rpaA- + Ptrc::rpaA(D53E), =  OX-D53E,BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,
SRX4105525,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188801,SRP148555,PRJNA472248,472248,SRS3321349,SAMN09230326,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591086,GSE114693,GSM3147450,,9230326,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_0h,KF065_24h,0m,1,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105526,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188802,SRP148555,PRJNA472248,472248,SRS3321350,SAMN09230325,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591087,GSE114693,GSM3147451,,9230325,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_0.5h,KF065_24h,0.5hr,1,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105527,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188803,SRP148555,PRJNA472248,472248,SRS3321351,SAMN09230324,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591088,GSE114693,GSM3147452,,9230324,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_2h,KF065_24h,2hr,1,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105528,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188804,SRP148555,PRJNA472248,472248,SRS3321352,SAMN09230323,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591089,GSE114693,GSM3147453,,9230323,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_3h,KF065_24h,3hr,1,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105529,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188805,SRP148555,PRJNA472248,472248,SRS3321353,SAMN09230322,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591090,GSE114693,GSM3147454,,9230322,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_6h,KF065_24h,6hr,1,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105530,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188806,SRP148555,PRJNA472248,472248,SRS3321354,SAMN09230321,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591091,GSE114693,GSM3147455,,9230321,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_9h,KF065_24h,9hr,1,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105533,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188809,SRP148555,PRJNA472248,472248,SRS3321357,SAMN09230318,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591094,GSE114693,GSM3147458,,9230318,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_0h,KF065_24h,0m,2,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105536,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188812,SRP148555,PRJNA472248,472248,SRS3321360,SAMN09230315,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591097,GSE114693,GSM3147461,,9230315,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_2h,KF065_24h,2hr,2,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105537,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188813,SRP148555,PRJNA472248,472248,SRS3321361,SAMN09230314,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591098,GSE114693,GSM3147462,,9230314,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_3h,KF065_24h,3ht,2,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105538,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188814,SRP148555,PRJNA472248,472248,SRS3321362,SAMN09230313,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591099,GSE114693,GSM3147463,,9230313,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_6h,KF065_24h,6hr,2,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105539,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188815,SRP148555,PRJNA472248,472248,SRS3321363,SAMN09230312,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591100,GSE114693,GSM3147464,,9230312,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_9h,KF065_24h,9hr,2,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105540,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188816,SRP148555,PRJNA472248,472248,SRS3321364,SAMN09230184,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591101,GSE114693,GSM3147465,,9230184,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_12h,KF065_24h,12hr,2,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105542,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188818,SRP148555,PRJNA472248,472248,SRS3321366,SAMN09230182,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591103,GSE114693,GSM3147467,,9230182,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF048_0.5h,KF065_24h,0.5hr,1,ATCC 33912+OX-D53E + rpoD6(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105543,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188819,SRP148555,PRJNA472248,472248,SRS3321367,SAMN09230241,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591104,GSE114693,GSM3147468,,9230241,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF048_2h,KF065_24h,2hr,1,ATCC 33912+OX-D53E + rpoD6(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105544,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188820,SRP148555,PRJNA472248,472248,SRS3321368,SAMN09230181,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591105,GSE114693,GSM3147469,,9230181,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF048_3h,KF065_24h,3hr,1,ATCC 33912+OX-D53E + rpoD6(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105545,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188821,SRP148555,PRJNA472248,472248,SRS3321370,SAMN09230208,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591106,GSE114693,GSM3147470,,9230208,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF048_6h,KF065_24h,6hr,1,ATCC 33912+OX-D53E + rpoD6(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105546,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188822,SRP148555,PRJNA472248,472248,SRS3321369,SAMN09230207,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591107,GSE114693,GSM3147471,,9230207,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF048_9h,KF065_24h,9hr,1,ATCC 33912+OX-D53E + rpoD6(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105551,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188827,SRP148555,PRJNA472248,472248,SRS3321375,SAMN09230202,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591112,GSE114693,GSM3147476,,9230202,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF048_3h,KF065_24h,3hr,2,ATCC 33912+OX-D53E + rpoD6(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105555,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188831,SRP148555,PRJNA472248,472248,SRS3321379,SAMN09230198,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591116,GSE114693,GSM3147480,,9230198,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF047_0h,KF065_24h,0m,1,ATCC 33912 + OX-D53E + rpoD5(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105556,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188832,SRP148555,PRJNA472248,472248,SRS3321380,SAMN09230197,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591117,GSE114693,GSM3147481,,9230197,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF047_0.5h,KF065_24h,0.5hr,1,ATCC 33912 + OX-D53E + rpoD5(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105557,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188833,SRP148555,PRJNA472248,472248,SRS3321381,SAMN09230196,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591118,GSE114693,GSM3147482,,9230196,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF047_2h,KF065_24h,2hr,1,ATCC 33912 + OX-D53E + rpoD5(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105558,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188834,SRP148555,PRJNA472248,472248,SRS3321382,SAMN09230195,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591119,GSE114693,GSM3147483,,9230195,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF047_3h,KF065_24h,3hr,1,ATCC 33912 + OX-D53E + rpoD5(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105559,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188835,SRP148555,PRJNA472248,472248,SRS3321383,SAMN09230194,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591120,GSE114693,GSM3147484,,9230194,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF047_6h,KF065_24h,6hr,1,ATCC 33912 + OX-D53E + rpoD5(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105560,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188836,SRP148555,PRJNA472248,472248,SRS3321384,SAMN09230193,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591121,GSE114693,GSM3147485,,9230193,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF047_9h,KF065_24h,9hr,1,ATCC 33912 + OX-D53E + rpoD5(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105564,2019-05-20 16:28:43,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188840,SRP148555,PRJNA472248,472248,SRS3321388,SAMN09230189,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591125,GSE114693,GSM3147489,,9230189,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF047_2h,KF065_24h,2hr,2,ATCC 33912 + OX-D53E + rpoD5(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX4105565,2019-05-20 16:28:43,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188841,SRP148555,PRJNA472248,472248,SRS3321389,SAMN09230188,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591126,GSE114693,GSM3147490,,9230188,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF047_3h,KF065_24h,3hr,2,ATCC 33912 + OX-D53E + rpoD5(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX5055969,2018-12-27 16:56:20,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR8237705,SRP170141,PRJNA506580,506580,SRS4072650,SAMN10463699,SRA814135,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6809656,GSE122841,GSM3486865,30619416,10463699,PCC 7942,wt_normal,Main chromosome: NC_007604.1,H2O2_str_resp,wt_normal,wt_normal,,,wt_normal,BG-11,,,,aerobic,,2.5 mM H2O2 ,30 C,,,,,730,0.3-0.35,,,,,,True,True,True,True,,,
SRX5055970,2018-12-27 16:56:20,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR8237706,SRP170141,PRJNA506580,506580,SRS4072651,SAMN10463698,SRA814135,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6809657,GSE122841,GSM3486866,30619416,10463698,PCC 7942,wt_stressed ,Main chromosome: NC_007604.1,H2O2_str_resp,wt_stressed ,wt_normal,,,wt_stressed ,BG-11,,,,aerobic,,2.5 mM H2O2 ,30 C,,,,,730,0.3-0.35,,,,,,True,True,True,True,,,
