Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Genes in same transcription unit	Object_ID	Accession-2
SYNPCC7942_1621		1687584	1689152	Elongator protein 3/MiaB/NifB	SYNPCC7942_1621	SYNPCC7942_1621	SYNPCC7942_RS08270
SYNPCC7942_0129		128446	128877	Resolvase, RNase H-like fold	SYNPCC7942_0129 // SYNPCC7942_0128	SYNPCC7942_0129	SYNPCC7942_RS00655
SYNPCC7942_1267		1290950	1291729	conserved hypothetical protein	SYNPCC7942_1267 // SYNPCC7942_1266	SYNPCC7942_1267	SYNPCC7942_RS06490
rplR		2291990	2292352	50S ribosomal subunit protein L18	rplE // rpsH // rplF // rplR // rpsE // rplO	SYNPCC7942_2217	SYNPCC7942_RS11260
SYNPCC7942_2179		2258445	2259359	conserved hypothetical protein	SYNPCC7942_2179	SYNPCC7942_2179	SYNPCC7942_RS11075
TrkA1		676942	677967	potassium channel protein	TrkA1 // SYNPCC7942_0682	SYNPCC7942_0683	SYNPCC7942_RS03500
SYNPCC7942_1697		1764611	1764892	Zn-finger, CDGSH type	SYNPCC7942_1697	SYNPCC7942_1697	SYNPCC7942_RS08640
SYNPCC7942_0360		353103	354299	conserved hypothetical protein	SYNPCC7942_0360	SYNPCC7942_0360	SYNPCC7942_RS01835
hisC		1044888	1046009	histidinol-phosphate amidotransferase	hisC // ilvE	SYNPCC7942_1030	SYNPCC7942_RS05290
SYNPCC7942_1202		1230512	1232980	conserved hypothetical protein	SYNPCC7942_1202 // SYNPCC7942_1201 // SYNPCC7942_1200 // SYNPCC7942_1199	SYNPCC7942_1202	SYNPCC7942_RS06155
folB		38630	39007	dihydroneopterin aldolase	folB	SYNPCC7942_0040	SYNPCC7942_RS00200
chlD		2340963	2342996	Magnesium chelatase subunit D	chlD	SYNPCC7942_2274	SYNPCC7942_RS11555
SYNPCC7942_2153		2237948	2238427	hypothetical protein	SYNPCC7942_2153	SYNPCC7942_2153	SYNPCC7942_RS10940
apa2		1666188	1667030	5',5'''-P-1,P-4-tetraphosphate phosphorylase II-like	apa2 // SYNPCC7942_1599 // PhzF // folE // SPR	SYNPCC7942_1600	SYNPCC7942_RS08170
SYNPCC7942_0305		303815	304045	hypothetical protein	SYNPCC7942_0305	SYNPCC7942_0305	SYNPCC7942_RS01555
alr		2281327	2282547	alanine racemase	alr // tRNA-Ser4	SYNPCC7942_2201	SYNPCC7942_RS11185
SYNPCC7942_0782		776760	778556	ATPase	hisG // SYNPCC7942_0782	SYNPCC7942_0782	SYNPCC7942_RS04055
SYNPCC7942_1161		1194348	1194842	conserved hypothetical protein	SYNPCC7942_1163 // SYNPCC7942_1162 // SYNPCC7942_1161	SYNPCC7942_1161	SYNPCC7942_RS05950
psbC		651274	652659	CP43	psbC // psbD1	SYNPCC7942_0656	SYNPCC7942_RS03360
SYNPCC7942_2112		2192960	2193502	conserved hypothetical protein	SYNPCC7942_2112	SYNPCC7942_2112	SYNPCC7942_RS10705
fumC		1018904	1020295	fumarate hydratase, class II	purU // fumC	SYNPCC7942_1007	SYNPCC7942_RS05170
nagB		1120323	1121054	glucosamine-6-phosphate isomerase 2	nagB	SYNPCC7942_1103	SYNPCC7942_RS05655
SYNPCC7942_0252		247909	248136	hypothetical protein	SYNPCC7942_0253 // SYNPCC7942_0252	SYNPCC7942_0252	SYNPCC7942_RS01285
argG		8964	10166	argininosuccinate synthase	argG	SYNPCC7942_0009	SYNPCC7942_RS00045
SYNPCC7942_1132		1151670	1153373	conserved hypothetical protein	SYNPCC7942_1132	SYNPCC7942_1132	SYNPCC7942_RS05795
argS		1640261	1642033	arginyl-tRNA synthetase	argS	SYNPCC7942_1577	SYNPCC7942_RS08055
nadD		106374	106952	probable nicotinate-nucleotide adenylyltransferase	SYNPCC7942_0107 // nadD // nadE	SYNPCC7942_0106	SYNPCC7942_RS00540
SYNPCC7942_2050		2126401	2127864	hypothetical protein	SYNPCC7942_2050	SYNPCC7942_2050	
pcrA		2248681	2251065	ATP-dependent DNA helicase PcrA	pcrA	SYNPCC7942_2168	SYNPCC7942_RS11020
SYNPCC7942_0215		217424	217813	conserved hypothetical protein	SYNPCC7942_0215	SYNPCC7942_0215	SYNPCC7942_RS01090
rplK		625866	626291	50S ribosomal subunit protein L11	secE // nusG // rplK	SYNPCC7942_0634	SYNPCC7942_RS03255
kdpB		1739595	1741685	Potassium-translocating P-type ATPase, B subunit	kdpC // SYNPCC7942_1670 // kdpB // kdpA	SYNPCC7942_1669	SYNPCC7942_RS08510
SYNPCC7942_1087		1103190	1104164	conserved hypothetical protein	petE // SYNPCC7942_1087 // hemE	SYNPCC7942_1087	SYNPCC7942_RS05580
petH		986415	987626	ferredoxin-NADP oxidoreductase	petH	SYNPCC7942_0978	SYNPCC7942_RS05020
SYNPCC7942_2014		2083250	2083843	conserved hypothetical protein	SYNPCC7942_2015 // SYNPCC7942_2014 // SYNPCC7942_2013	SYNPCC7942_2014	SYNPCC7942_RS10215
umuC		1606746	1608002	UmuC	umuC	SYNPCC7942_1550	SYNPCC7942_RS07905
mutS		2312310	2314958	DNA mismatch repair protein MutS	mutS // SYNPCC7942_2246	SYNPCC7942_2247	SYNPCC7942_RS11410
SYNPCC7942_0175		173986	174198	hypothetical protein	SYNPCC7942_0175 // SYNPCC7942_0174	SYNPCC7942_0175	SYNPCC7942_RS00890
glmM		2211549	2212967	phosphoglucosamine mutase	glmM	SYNPCC7942_2132	SYNPCC7942_RS10815
vte5		1055969	1056622	conserved hypothetical protein	vte5	SYNPCC7942_1043	SYNPCC7942_RS05350
ndhD4		596382	597872	proton-translocating NADH-quinone oxidoreductase subunit NdhD4	ndhD4	SYNPCC7942_0609	SYNPCC7942_RS03125
SYNPCC7942_0740		733877	734716	phage P2 protein GPJ	SYNPCC7942_0741 // SYNPCC7942_0740 // SYNPCC7942_0739	SYNPCC7942_0740	SYNPCC7942_RS03835
SYNPCC7942_1966		2037413	2037670	conserved hypothetical protein	SYNPCC7942_1966 // ppx	SYNPCC7942_1966	SYNPCC7942_RS09975
purN1		965726	966355	phosphoribosylglycinamide formyltransferase	purN1	SYNPCC7942_0958	SYNPCC7942_RS04925
SYNPCC7942_0146		147160	147855	conserved hypothetical protein	SYNPCC7942_0146	SYNPCC7942_0146	SYNPCC7942_RS00740
SYNPCC7942_1527		1586243	1588759	nitrogen assimilation regulatory protein	SYNPCC7942_1527	SYNPCC7942_1527	SYNPCC7942_RS07805
rph		1084451	1085167	ribonuclease PH	rph	SYNPCC7942_1073	SYNPCC7942_RS05505
SYNPCC7942_1004		1015963	1016316	conserved hypothetical protein	SYNPCC7942_1004	SYNPCC7942_1004	SYNPCC7942_RS05150
SYNPCC7942_2109		2189141	2190916	ATPase	SYNPCC7942_2109	SYNPCC7942_2109	SYNPCC7942_RS10690
SYNPCC7942_0964		971856	972374	conserved hypothetical protein	SYNPCC7942_0965 // SYNPCC7942_0964	SYNPCC7942_0964	SYNPCC7942_RS04955
rpiA		565354	566079	ribose 5-phosphate isomerase	rpiA	SYNPCC7942_0584	SYNPCC7942_RS02970
SYNPCC7942_0080		77648	78871	probable ABC transporter permease protein	SYNPCC7942_0080	SYNPCC7942_0080	SYNPCC7942_RS00395
SYNPCC7942_0910		918560	918988	conserved hypothetical protein	SYNPCC7942_0911 // SYNPCC7942_0910	SYNPCC7942_0910	SYNPCC7942_RS04680
SYNPCC7942_0936		942843	943388	Rhodanese-like	SYNPCC7942_0936 // SYNPCC7942_0935	SYNPCC7942_0936	SYNPCC7942_RS04815
SYNPCC7942_1924		2000205	2000732	conserved hypothetical protein	SYNPCC7942_1925 // SYNPCC7942_1924	SYNPCC7942_1924	SYNPCC7942_RS09765
mnmA		1559329	1560402	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	mnmA	SYNPCC7942_1509	SYNPCC7942_RS07715
SYNPCC7942_1639		1707135	1707776	ATPase	SYNPCC7942_1639	SYNPCC7942_1639	SYNPCC7942_RS08360
SYNPCC7942_0871		872106	872330	conserved hypothetical protein	SYNPCC7942_0871 // SYNPCC7942_0870	SYNPCC7942_0871	SYNPCC7942_RS04490
trx4		2168671	2169585	Thioredoxin 2	trx4	SYNPCC7942_2089	SYNPCC7942_RS10590
SYNPCC7942_1876		1948203	1948583	conserved hypothetical protein	SYNPCC7942_1876	SYNPCC7942_1876	SYNPCC7942_RS09515
srrB		538506	539219	SrrB response regulator	srrB	SYNPCC7942_0556	SYNPCC7942_RS02830
rpsC		2295574	2296308	30S ribosomal subunit protein S3	rplD // rplW // rplB // rpsS // rplV // rpsC // rplP // rpmC // rpsQ // rplN // rplX	SYNPCC7942_2226	SYNPCC7942_RS11305
SYNPCC7942_0843		838504	838935	conserved hypothetical protein	SYNPCC7942_0843	SYNPCC7942_0843	SYNPCC7942_RS04360
hisH		1531745	1532398	imidazole glycerol phosphate synthase, glutamine amidotransferase subunit	hisH // SYNPCC7942_1480	SYNPCC7942_1481	SYNPCC7942_RS07570
SYNPCC7942_1834		1902530	1902988	conserved hypothetical protein	SYNPCC7942_1834 // SYNPCC7942_1833	SYNPCC7942_1834	SYNPCC7942_RS09305
pilC		2145109	2146341	fimbrial assembly protein PilC-like	pilT1 // pilC // SYNPCC7942_2068	SYNPCC7942_2069	SYNPCC7942_RS10490
psbM		691619	691726	PsbM	psbM	SYNPCC7942_0699	SYNPCC7942_RS03585
SYNPCC7942_0806		799095	799826	conserved hypothetical protein	SYNPCC7942_0807 // SYNPCC7942_0806 // SYNPCC7942_0805 // pdxA	SYNPCC7942_0806	SYNPCC7942_RS04170
aroB		509226	510332	3-dehydroquinate synthase	aroB // SYNPCC7942_0524	SYNPCC7942_0525	SYNPCC7942_RS02670
SYNPCC7942_1796		1866456	1866749	conserved hypothetical protein	SYNPCC7942_1796 // smpB	SYNPCC7942_1796	SYNPCC7942_RS09125
anL19		38521	39228	one component signal transduction protein	anL19	SYNPCC7942_B2644	SYNPCC7942_RS13550
cpcC1		1061488	1062309	phycobilisome rod linker polypeptide	cpcC1	SYNPCC7942_1049	SYNPCC7942_RS05380
SYNPCC7942_0769		761226	762128	conserved hypothetical protein	SYNPCC7942_0770 // SYNPCC7942_0769	SYNPCC7942_0769	SYNPCC7942_RS03990
fabD		1509455	1510336	malonyl CoA-acyl carrier protein transacylase	SYNPCC7942_1457 // fabD // fabH	SYNPCC7942_1456	SYNPCC7942_RS07450
SYNPCC7942_1761		1827800	1829530	conserved hypothetical protein	SYNPCC7942_1761	SYNPCC7942_1761	SYNPCC7942_RS08950
aldA		475665	477044	aldehyde dehydrogenase	aldA	SYNPCC7942_0489	SYNPCC7942_RS02490
rfbE		57941	59068	perosamine synthetase	SYNPCC7942_0059 // rfbC1 // SYNPCC7942_0057 // rfbE // SYNPCC7942_0055 // SYNPCC7942_0054	SYNPCC7942_0056	SYNPCC7942_RS00280
SYNPCC7942_0746		740782	741288	conserved hypothetical protein	SYNPCC7942_0746 // SYNPCC7942_0745 // SYNPCC7942_0744 // SYNPCC7942_0743 // SYNPCC7942_0742	SYNPCC7942_0746	SYNPCC7942_RS03865
psaB		2121521	2123725	PsaB	psaA // psaB	SYNPCC7942_2048	SYNPCC7942_RS10390
SYNPCC7942_1720		1791952	1792392	conserved hypothetical protein	SYNPCC7942_1720	SYNPCC7942_1720	SYNPCC7942_RS08750
xth		2690206	2691003	exodeoxyribonuclease III exodeoxyribonuclease III (xth)	xth	SYNPCC7942_2607	SYNPCC7942_RS13280
pntA		1680679	1681905	pyridine nucleotide transhydrogenase alpha subunit	pntA // SYNPCC7942_1611 // pntB	SYNPCC7942_1612	SYNPCC7942_RS08225
anL11		34543	34836	conserved hypothetical protein	anL12 // anL11	SYNPCC7942_B2638	SYNPCC7942_RS13525
ribBA		1485025	1486710	3,4-dihydroxy-2-butanone 4-phosphate synthase GTP cyclohydrolase II	ribBA	SYNPCC7942_1432	SYNPCC7942_RS07325
SYNPCC7942_0723		717322	717963	conserved hypothetical protein	SYNPCC7942_0723	SYNPCC7942_0723	SYNPCC7942_RS03740
SYNPCC7942_0467		454004	454837	Peptidase, metallopeptidases	pgmM // secG // SYNPCC7942_0467	SYNPCC7942_0467	SYNPCC7942_RS02380
rpsK		2287781	2288173	30S ribosomal subunit protein S11	rpsK	SYNPCC7942_2210	SYNPCC7942_RS11230
SYNPCC7942_1674		1743855	1744166	conserved hypothetical protein	SYNPCC7942_1674 // SYNPCC7942_1673	SYNPCC7942_1674	SYNPCC7942_RS08530
infB		2086845	2089937	translation initiation factor IF-2	infB	SYNPCC7942_2020	SYNPCC7942_RS10250
SYNPCC7942_2608		2691104	2691424	conserved hypothetical protein	SYNPCC7942_2608	SYNPCC7942_2608	
dnaK3		2664460	2666709	heat shock protein Hsp70-3	dnaK3 // dnaJ3 // SYNPCC7942_2578 // murQ	SYNPCC7942_2580	SYNPCC7942_RS13135
SYNPCC7942_0673		667849	668931	mutator mutT protein A/G-specific adenine glycosylase	SYNPCC7942_0673 // rpoD3	SYNPCC7942_0673	SYNPCC7942_RS03445
SYNPCC7942_0691		685290	685634	hypothetical protein	SYNPCC7942_0691	SYNPCC7942_0691	SYNPCC7942_RS13620
futA2		1460847	1461869	Fe (III) ABC transporter substrate-binding protein	futA2	SYNPCC7942_1409	SYNPCC7942_RS07210
SYNPCC7942_1640		1707881	1708414	conserved hypothetical protein	SYNPCC7942_1640	SYNPCC7942_1640	SYNPCC7942_RS08365
sek0025		435383	436438	ABC-type dipeptide/oligopeptide/nickel transport systems permease components-like	sek0025	SYNPCC7942_0445	SYNPCC7942_RS02275
SYNPCC7942_1017		1031697	1032458	Protein of unknown function DUF28	SYNPCC7942_1017	SYNPCC7942_1017	SYNPCC7942_RS05230
SYNPCC7942_2560		2638476	2639036	conserved hypothetical protein	SYNPCC7942_2560	SYNPCC7942_2560	SYNPCC7942_RS13010
nagA		429346	430473	N-acetylglucosamine-6-phosphate deacetylase	nagA	SYNPCC7942_0440	SYNPCC7942_RS02250
SYNPCC7942_0652		647124	648713	conserved hypothetical protein	ycf // cdv1 // SYNPCC7942_0652	SYNPCC7942_0652	SYNPCC7942_RS03340
pqqL		2056331	2057653	processing protease	pqqL // SYNPCC7942_1985	SYNPCC7942_1986	SYNPCC7942_RS10070
bioF		28184	29350	8-amino-7-oxononanoate synthase	bioA // bioD // bioC // SYNPCC7942_0028 // bioF	SYNPCC7942_0027	SYNPCC7942_RS00140
SYNPCC7942_1594		1660735	1661760	acyl-[acp] reductase	accA // SYNPCC7942_1594 // SYNPCC7942_1593	SYNPCC7942_1594	SYNPCC7942_RS08140
hoxY		2635096	2635650	NAD-reducing hydrogenase HoxS &delta; subunit	hypA // hypB // hoxU // hoxY // hoxH // SYNPCC7942_2554	SYNPCC7942_2556	SYNPCC7942_RS12990
SYNPCC7942_2511		2590256	2590759	conserved hypothetical protein	SYNPCC7942_2512 // SYNPCC7942_2511	SYNPCC7942_2511	SYNPCC7942_RS12740
sulP		1422879	1424603	SulP domain protein	sulP	SYNPCC7942_1380	SYNPCC7942_RS07065
pmbA2		1655981	1657270	putative modulator of DNA gyrase	rpsA2 // SYNPCC7942_1590 // pmbA2	SYNPCC7942_1589	SYNPCC7942_RS08115
SYNPCC7942_0607		595381	595707	conserved hypothetical protein	SYNPCC7942_0607	SYNPCC7942_0607	SYNPCC7942_RS03115
SYNPCC7942_0402		396872	397396	Protein of unknown function UPF0054	prfB // SYNPCC7942_0403 // SYNPCC7942_0402	SYNPCC7942_0402	SYNPCC7942_RS02050
SYNPCC7942_1551		1608052	1608816	conserved hypothetical protein	SYNPCC7942_1551	SYNPCC7942_1551	SYNPCC7942_RS07910
ppx		2035730	2037379	exopolyphosphatase	SYNPCC7942_1966 // ppx	SYNPCC7942_1965	SYNPCC7942_RS09970
menF		2266131	2267534	isochorismate synthase	menF // SYNPCC7942_2187	SYNPCC7942_2188	SYNPCC7942_RS11120
SYNPCC7942_2474		2556447	2556608	conserved hypothetical protein	SYNPCC7942_2474	SYNPCC7942_2474	
tsf		2612241	2612906	translation elongation factor Ts	tsf	SYNPCC7942_2531	SYNPCC7942_RS12850
SYNPCC7942_0562		543141	543596	conserved hypothetical protein	SYNPCC7942_0562	SYNPCC7942_0562	SYNPCC7942_RS02860
SYNPCC7942_1354		1386587	1388083	putative export protein	SYNPCC7942_1354	SYNPCC7942_1354	SYNPCC7942_RS06920
cikA		637075	639339	circadian input kinase A	cikA	SYNPCC7942_0644	SYNPCC7942_RS03305
SYNPCC7942_1495		1546123	1546650	conserved hypothetical protein	SYNPCC7942_1497 // argB // SYNPCC7942_1495 // SYNPCC7942_1494	SYNPCC7942_1495	SYNPCC7942_RS07640
SYNPCC7942_0369		362147	363601	putative flavin-containing monoamine oxidase	SYNPCC7942_0369	SYNPCC7942_0369	SYNPCC7942_RS01880
SYNPCC7942_2414		2485595	2486650	conserved hypothetical protein	SYNPCC7942_2414	SYNPCC7942_2414	SYNPCC7942_RS12265
msrA		2010387	2011127	peptide methionine sulfoxide reductase	msrA	SYNPCC7942_1937	SYNPCC7942_RS09830
rpmF		1005256	1005432	50S ribosomal subunit protein L32	rpmF	SYNPCC7942_0997	SYNPCC7942_RS05120
SYNPCC7942_0533		516764	517000	conserved hypothetical protein	glmS // SYNPCC7942_0533 // SYNPCC7942_0532	SYNPCC7942_0533	SYNPCC7942_RS02710
ndbB		2588028	2589224	type 2 NADH dehydrogenase NdbB monomer	SYNPCC7942_2509 // ndbB	SYNPCC7942_2508	SYNPCC7942_RS12725
SYNPCC7942_1446		1499923	1500342	conserved hypothetical protein	SYNPCC7942_1446	SYNPCC7942_1446	SYNPCC7942_RS07400
DnaB		1355787	1357151	replicative DNA helicase	DnaB	SYNPCC7942_1325	SYNPCC7942_RS06775
anL14		35276	35515	hypothetical protein		G490-4	
SYNPCC7942_2385		2454974	2455996	conserved hypothetical protein	hypD // SYNPCC7942_2385 // nifJ	SYNPCC7942_2385	SYNPCC7942_RS12120
SYNPCC7942_0344		337408	338451	probable peptidase	SYNPCC7942_0344	SYNPCC7942_0344	SYNPCC7942_RS01755
SYNPCC7942_0499		487375	488370	conserved hypothetical protein	SYNPCC7942_0499	SYNPCC7942_0499	SYNPCC7942_RS02535
phoU		1988931	1989605	regulatory protein PhoU	phoU	SYNPCC7942_1912	SYNPCC7942_RS09700
pacS		1627206	1629449	cation translocating P-type ATPase	pacS	SYNPCC7942_1570	SYNPCC7942_RS08020
SYNPCC7942_1401		1452727	1453104	conserved hypothetical protein	SYNPCC7942_1401	SYNPCC7942_1401	SYNPCC7942_RS07170
SYNPCC7942_2479		2560375	2560941	pilin-like protein	SYNPCC7942_2479	SYNPCC7942_2479	
SYNPCC7942_2336		2404216	2404389	hypothetical protein	SYNPCC7942_2336	SYNPCC7942_2336	
SYNPCC7942_1305		1331834	1333444	ATPase	SYNPCC7942_1305	SYNPCC7942_1305	SYNPCC7942_RS06675
SYNPCC7942_2149		2231897	2232757	ABC-2 type transport system permease protein	SYNPCC7942_2149	SYNPCC7942_2149	SYNPCC7942_RS10920
SYNPCC7942_0114		113327	113698	hypothetical protein	SYNPCC7942_0114 // SYNPCC7942_0113	SYNPCC7942_0114	SYNPCC7942_RS00580
resB		318679	320049	c-type cytochrome biogenesis protein	ftsW1 // CcdA // resB	SYNPCC7942_0322	SYNPCC7942_RS01640
SYNPCC7942_0461		448876	449313	conserved hypothetical protein	SYNPCC7942_0461	SYNPCC7942_0461	SYNPCC7942_RS02350
recJ		1957417	1959471	single-stranded-DNA-specific exonuclease RecJ	recJ	SYNPCC7942_1886	SYNPCC7942_RS09565
ldpA		615361	616419	light dependent period	SYNPCC7942_0625 // ldpA // trxB	SYNPCC7942_0624	SYNPCC7942_RS03200
SYNPCC7942_1361		1401085	1401588	conserved hypothetical protein	SYNPCC7942_1361 // SYNPCC7942_1360	SYNPCC7942_1361	SYNPCC7942_RS06960
pilM		2530879	2531958	type IV pilus assembly protein PilM	pilM // pilN // pilO	SYNPCC7942_2453	SYNPCC7942_RS12465
SYNPCC7942_2283		2353111	2353854	conserved hypothetical protein	SYNPCC7942_2283	SYNPCC7942_2283	SYNPCC7942_RS11605
moaE		1305460	1305957	molybdopterin synthase subunit 2	moaCB // moaD // moaE // moaA	SYNPCC7942_1283	SYNPCC7942_RS06570
pds		976311	977882	15-<i>cis</i> phytoene desaturase	pds	SYNPCC7942_0970	SYNPCC7942_RS04985
SYNPCC7942_0066		65658	67172	ABC type transporter, putative component	SYNPCC7942_0068 // SYNPCC7942_0067 // SYNPCC7942_0066	SYNPCC7942_0066	SYNPCC7942_RS00325
mreC		297624	298373	rod shape-determining protein MreC	MreB // mreC // SYNPCC7942_0298	SYNPCC7942_0299	SYNPCC7942_RS01525
SYNPCC7942_0420		409951	411516	conserved hypothetical protein	SYNPCC7942_0421 // SYNPCC7942_0420	SYNPCC7942_0420	SYNPCC7942_RS02145
natB		1931340	1932605	neutural amino acids ABC transporter periplasmic binding protein	natB	SYNPCC7942_1861	SYNPCC7942_RS09440
isiA		1599353	1600381	IsiA chlorophyll-binding protein	isiB // isiA	SYNPCC7942_1542	SYNPCC7942_RS07870
SYNPCC7942_1320		1349340	1350296	conserved hypothetical protein	SYNPCC7942_1320	SYNPCC7942_1320	SYNPCC7942_RS06750
msrB3		2508849	2509445	peptide methionine sulfoxide reductase	msrB3	SYNPCC7942_2436	SYNPCC7942_RS12375
SYNPCC7942_2246		2310738	2312300	conserved hypothetical protein	mutS // SYNPCC7942_2246	SYNPCC7942_2246	SYNPCC7942_RS11405
gst2		1279079	1279633	glutathione S-transferase	gst2	SYNPCC7942_1256	SYNPCC7942_RS06435
carA		2202560	2203735	carbamoyl-phosphate synthase, small subunit	carA	SYNPCC7942_2122	SYNPCC7942_RS10760
bioC		30012	30833	BioC biotin biosynthesis protein	bioA // bioD // bioC // SYNPCC7942_0028 // bioF	SYNPCC7942_0029	SYNPCC7942_RS00150
ligA		271493	273532	DNA ligase, NAD-dependent	ligA // glcD	SYNPCC7942_0277	SYNPCC7942_RS01410
SYNPCC7942_0022		21880	23049	conserved hypothetical protein	cax // SYNPCC7942_0022 // cobK	SYNPCC7942_0022	SYNPCC7942_RS00115
murF		1907478	1908845	UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase	murF	SYNPCC7942_1841	SYNPCC7942_RS09340
SYNPCC7942_0597		584425	585264	naphthoate synthase	SYNPCC7942_0597	SYNPCC7942_0597	SYNPCC7942_RS03060
SYNPCC7942_0383		375762	376448	hypothetical protein	SYNPCC7942_0383 // SYNPCC7942_0382	SYNPCC7942_0383	SYNPCC7942_RS01955
purA		2481471	2482805	adenylosuccinate synthetase	purA	SYNPCC7942_2409	SYNPCC7942_RS12245
SYNPCC7942_1258		1281532	1281945	conserved hypothetical protein	SYNPCC7942_1258 // SYNPCC7942_1257	SYNPCC7942_1258	SYNPCC7942_RS06445
nrtD		1258144	1258968	nitrate transport ATP-binding subunit D	nrtD // nrtC // nrtB // nrtA // narB // nirA	SYNPCC7942_1236	SYNPCC7942_RS06335
SYNPCC7942_0947		955647	956714	sugar ABC transporter, ATPase subunit	SYNPCC7942_0950 // SYNPCC7942_0949 // SYNPCC7942_0948 // SYNPCC7942_0947	SYNPCC7942_0947	SYNPCC7942_RS04870
idiC		2253218	2253778	Iron deficiency-induced protein C	idiC // SYNPCC7942_2172	SYNPCC7942_2173	SYNPCC7942_RS11045
gyrA		248859	251429	DNA gyrase, A subunit	gyrA	SYNPCC7942_0254	SYNPCC7942_RS01295
SYNPCC7942_0349		341883	342443	conserved hypothetical protein	SYNPCC7942_0349	SYNPCC7942_0349	SYNPCC7942_RS01775
SYNPCC7942_1809		1877025	1878740	flavoprotein	SYNPCC7942_1809	SYNPCC7942_1809	SYNPCC7942_RS09190
hisD		1570976	1572280	histidinol dehydrogenase	hisD	SYNPCC7942_1519	SYNPCC7942_RS07765
SYNPCC7942_1195		1223721	1224221	conserved hypothetical protein	SYNPCC7942_1195	SYNPCC7942_1195	
thiD		2446568	2447359	Phosphomethylpyrimidine kinase	thiD // ftsZ	SYNPCC7942_2379	SYNPCC7942_RS12090
SYNPCC7942_2146		2230009	2230323	hypothetical protein	SYNPCC7942_2147 // SYNPCC7942_2146	SYNPCC7942_2146	SYNPCC7942_RS10900
dnaX		919325	921283	DNA polymerase &gamma; subunit // DNA polymerase III, &tau; subunit	dnaX	SYNPCC7942_0912	SYNPCC7942_RS04690
rfbB2		2181871	2182944	dTDP-glucose 4,6-dehydratase	SYNPCC7942_2102 // rmlA // rfbB2 // rfbD // rfbC2	SYNPCC7942_2100	SYNPCC7942_RS10645
SYNPCC7942_0296		292750	294765	conserved hypothetical protein	SYNPCC7942_0296	SYNPCC7942_0296	SYNPCC7942_RS01510
kaiB		1240159	1240467	KaiB monomer	kaiB // kaiC	SYNPCC7942_1217	SYNPCC7942_RS06235
SYNPCC7942_1156		1183497	1186094	conserved hypothetical protein	SYNPCC7942_1157 // SYNPCC7942_1156	SYNPCC7942_1156	SYNPCC7942_RS05925
pth		224629	225255	peptidyl-tRNA hydrolase	SYNPCC7942_0228 // pth // tatA	SYNPCC7942_0227	SYNPCC7942_RS01155
dnaE-C		551878	553221	DNA polymerase III alpha subunit C-terminal part/intein	dnaE-C	SYNPCC7942_0570	SYNPCC7942_RS02900
SYNPCC7942_2097		2179471	2180391	conserved hypothetical protein	SYNPCC7942_2097	SYNPCC7942_2097	SYNPCC7942_RS10630
sigF2		1852529	1853311	group3 RNA polymerase sigma factor SigF	sigF2	SYNPCC7942_1784	SYNPCC7942_RS09065
SYNPCC7942_0238		233143	234324	conserved hypothetical protein	petJ1 // SYNPCC7942_0238 // SYNPCC7942_0237	SYNPCC7942_0238	SYNPCC7942_RS01210
lipB		2420404	2421105	lipoyl(octanoyl) transferase	lipB	SYNPCC7942_2353	SYNPCC7942_RS11955
purD		931278	932579	phosphoribosylamine--glycine ligase	purD	SYNPCC7942_0925	SYNPCC7942_RS04760
SYNPCC7942_1120		1137860	1138015	conserved hypothetical protein	SYNPCC7942_1120	SYNPCC7942_1120	SYNPCC7942_RS05740
rpsJ		889306	889623	30S ribosomal subunit protein S10	rpsJ	SYNPCC7942_0883	SYNPCC7942_RS04550
SYNPCC7942_2039		2108533	2109339	conserved hypothetical protein	SYNPCC7942_2039	SYNPCC7942_2039	SYNPCC7942_RS10345
gmk		1220349	1220900	Guanylate kinase	gmk	SYNPCC7942_1191	SYNPCC7942_RS06100
argB		1546647	1547552	acetylglutamate kinase	SYNPCC7942_1497 // argB // SYNPCC7942_1495 // SYNPCC7942_1494	SYNPCC7942_1496	SYNPCC7942_RS07645
SYNPCC7942_0210		212496	212897	conserved hypothetical protein	cobQ // SYNPCC7942_0210	SYNPCC7942_0210	SYNPCC7942_RS01065
bcmo1		196094	197575	&beta;-carotene 15,15'-dioxygenase	SYNPCC7942_0197 // bcmo1	SYNPCC7942_0196	SYNPCC7942_RS00995
